task_id,cleaned_text,label,business_pillar,primary_platform
1206872440313694,review private investments in whose ownership was transferred in q423. ensure the owners are updated. see private [client] excel shared by [person].,Recurring Data Maintenance & Audits,Data Quality & Governance,Addepar
1206852657415273,"review onboarding status for [client] , [client] , and [client] with arn and identify next steps [client] - pending information for kevin's private investments - see other task assigned to [person].
fabetri - account, private investment and entity list are in workplace",Recurring Data Maintenance & Audits,Data Quality & Governance,General
1207421961441614,"update fabetri team with status of private investments, data feed and confirm which team members need access to [person] and . give view only access to for now. pending feed access for: , and ms. no response received from and ms. 11 linked
12 in progress
followed up with sydney on status of [client] , which fund admins requested additional information.","Meetings, Reminders & Follow-ups",Operational Administration,Orca
1207340622483519,add any missing online accounts and add nicknames to all online accounts,Account Setup & Connectivity,Account & Data Onboarding,General
1207421960989372,review email from [person] with cp statements,Contact & User Updates,Operational Administration,General
1207371995710198,please follow up with mehak about [client] account - 7525 account ending in 0840,Account Setup & Connectivity,Account & Data Onboarding,General
1207421960989360,"please update the distribution amount in for iii from $96,579.00 to $96,578.50 (actual amount received).",Cash Flow & Distribution Management,Capital & Cash Flow Management,Addepar
1207384649449344,"import [client] private [client] attributes you please import the industry, [client] private investment type, and [client] sub-asset class attributes for these [client] ?

you can ignore anything highlighted in yellow as it was either missing or not confirmed based on what i have access to.

the exported spreadsheet was from the [client] - private [client] analysis view, grouped by security, with industry, [client] private investment type, and [client] sub-asset class as columns.",Missing Data & Attributes,Data Quality & Governance,General
1207372206149371,renew trailer registration,Account Setup & Connectivity,Account & Data Onboarding,General
1207362299443938,"update landrock series llc tag in for some reason, this deal appears under the public equity tag. it used to be private equity and was transferred to - 82 private equity. please confirm dates from [person]'s master list of transferred deals before handing off to [person].",New Private Investment Setup,Portfolio & Investment Operations,Addepar
1205621906414193,ensure plexxar is added to link to plexxar [client] and plexxar development corporation import:,Commitment & Capital Call Tracking,Capital & Cash Flow Management,Addepar
1207372440206314,review list and share statements/notices if available,Recurring Data Maintenance & Audits,Data Quality & Governance,General
1207093333326447,create fabetri ownership structure in and see notes in workplace folder for rodrigo.,Access & Permission Requests,Operational Administration,Orca
1207340622483523,"investigate unusual twr performance in [client = [client] ] please investigate high cash twr in this view: 

the month of april appears to have significant returns, which appear to be incorrect.",Investment Performance Analysis,Client Reporting & Deliverables,General
1207330070601268,import for any missing [client] deals please create the positions for the private investments in [person] that are not already in .,Commitment & Capital Call Tracking,Capital & Cash Flow Management,Addepar
1205822243157061,updates needed to portfolio in - [client] family,Client Report & View Management,Client Reporting & Deliverables,Addepar
1207207405893835,pull a april statement for [person]'s psp and send to [person] at [person] to file vcp.,"Meetings, Reminders & Follow-ups",Operational Administration,General
1190707739190344,continue opening accounts,Account Setup & Connectivity,Account & Data Onboarding,General
1207294883603489,"add missing [client] for [client] please see the following list of [client] in [person] that are missing from and need to be added: investment name
direct owner
breethe, inc. [client] [client] , lp [client] group iv, lp (swag) [client] swag [client] , llc
consensys software annex fund, lp [client] edge fund i [client] - bentwater 2013 [client] , lp [client] opportunity lp [client] wynnewood 2011 [client] [client] pnc lp
phoenix 2010 [client] , l.p. [client] pnc lp",Ownership & Trust Structure,Ownership & Trust Structure,Addepar
